HomeTeam,AwayTeam,B365H,B365D,B365A,form_dif,st_dif,FTH,poisson_df,ht_poisson_df,FTRT,y_pred,Profit,Bankroll,Proba
Blackburn,Aston Villa,1.727,3.25,4.333,0.7000000000000001,0.5217391304347826,0.5181471354996935,0.47058823529411764,0.5,0,1,-1.0,67.78729629340748,0.5730528304079966
Tottenham,Blackburn,1.57,3.8,6.5,0.5333333333333333,0.6739130434782609,0.6043404859191113,0.35294117647058826,0.5,1,1,0.5700000000000001,68.35729629340747,0.7050028968909399
Watford,Newcastle,1.85,3.6,4.0,0.4333333333333333,0.47826086956521746,0.5059732958538299,0.35294117647058826,0.5,0,1,-1.0,67.35729629340747,0.5828600736250046
Man United,Middlesbrough,1.4,4.0,9.0,0.6666666666666666,0.33695652173913043,0.6642066420664207,0.4117647058823529,0.5,0,1,-1.0,66.35729629340747,0.7177824966650835
Fulham,West Brom,1.727,3.25,4.333,0.6666666666666666,0.4021739130434783,0.5181471354996935,0.35294117647058826,0.5833333333333334,1,1,0.7270000000000001,67.08429629340748,0.5675651785276343
Newcastle,Liverpool,3.8,3.75,2.0,0.5333333333333333,0.30434782608695654,0.25553662691652473,0.35294117647058826,0.5,1,0,-1.0,66.08429629340748,0.26921704699571103
Hull,Crystal Palace,3.5,3.3,2.3,0.5,0.2826086956521739,0.2791467451268848,0.23529411764705882,0.5,0,0,0.28758928571428544,66.37188557912177,0.2976836315427296
Tottenham,Everton,2.0,3.5,4.2,0.39999999999999997,0.3478260869565218,0.48837209302325585,0.29411764705882354,0.5,0,1,-1.0,65.37188557912177,0.5521085234407059
Everton,Brighton,3.5,3.5,2.1,0.4666666666666666,0.2826086956521739,0.27272727272727276,0.35294117647058826,0.4166666666666667,0,0,0.24687499999999996,65.61876057912175,0.28857754253170537
Fulham,Stoke,1.75,3.5,5.0,0.5666666666666667,0.5434782608695653,0.5405405405405405,0.4117647058823529,0.5,1,1,0.75,66.36876057912175,0.6162559922765112
Brentford,Nott'm Forest,1.91,3.6,4.0,0.5666666666666667,0.4347826086956522,0.49799419006778256,0.4117647058823529,0.5,1,1,0.9099999999999999,67.27876057912175,0.5533191326597305
Chelsea,Wolves,1.17,7.0,19.0,0.9333333333333332,0.7391304347826089,0.8138538734549016,0.5294117647058824,0.5,1,1,0.16999999999999993,67.44876057912177,0.8501504516714503
Fulham,Tottenham,2.88,3.3,2.5,0.4333333333333333,0.5543478260869565,0.33060831930752577,0.29411764705882354,0.5,0,0,0.3512931034482758,67.80005368257004,0.38618690771333103
Chelsea,Aston Villa,1.61,4.2,5.0,0.46666666666666673,0.4565217391304348,0.5863956215793589,0.29411764705882354,0.5,0,1,-1.0,66.80005368257004,0.6710923544835984
Southampton,Man United,4.0,3.5,1.95,0.39999999999999997,0.4021739130434783,0.23842794759825325,0.29411764705882354,0.5,0,0,0.18967889908256863,66.9897325816526,0.27437107722319165
Sunderland,Stoke,2.1,3.3,4.0,0.5666666666666667,0.5108695652173914,0.46267087276550994,0.35294117647058826,0.5,0,1,-1.0,65.9897325816526,0.5233349524668969
Sunderland,West Brom,2.1,3.25,3.0,0.39999999999999997,0.41304347826086957,0.4262295081967213,0.35294117647058826,0.5,0,0,0.482,66.4717325816526,0.4821472813579349
Southampton,Everton,2.8,3.5,2.6,0.4333333333333333,0.48913043478260876,0.3475935828877006,0.29411764705882354,0.5,1,0,-1.0,65.4717325816526,0.3980629783599443
Burnley,Sheffield United,2.9,3.0,2.7,0.7000000000000001,0.5978260869565218,0.3288672350791718,0.4117647058823529,0.5,0,0,0.34999999999999987,65.82173258165261,0.36103693195534314
Chelsea,Portsmouth,1.33,5.0,10.0,0.7666666666666666,0.5108695652173914,0.7147962830593281,0.4117647058823529,0.5,1,1,0.33000000000000007,66.1517325816526,0.7735361756994241
Southampton,West Brom,1.615,3.4,5.0,0.6,0.4673913043478261,0.5561735261401557,0.35294117647058826,0.5,1,1,0.615,66.7667325816526,0.6252888186291655
Nott'm Forest,Bournemouth,2.75,3.4,2.55,0.3333333333333333,0.32608695652173914,0.34634974533106966,0.29411764705882354,0.5,0,0,0.3842857142857141,67.15101829593831,0.3859353377650353
Man City,Newcastle,1.45,4.5,7.0,0.5333333333333333,0.4565217391304348,0.6538661131292164,0.23529411764705882,0.4166666666666667,1,1,0.44999999999999996,67.60101829593833,0.736509355294306
Man City,Tottenham,2.5,3.2,2.75,0.7000000000000001,0.5217391304347826,0.3717001055966209,0.35294117647058826,0.5833333333333334,0,0,0.4050420168067228,68.00606031274505,0.4039594350906161
Man United,West Brom,1.18,8.0,19.0,0.9666666666666667,0.5217391304347826,0.8267159795496574,0.47058823529411764,0.5,0,1,-1.0,67.00606031274505,0.8443223722488022
Everton,Wigan,1.9,3.25,4.0,0.45,0.5543478260869565,0.4855275443510737,0.35294117647058826,0.5,0,1,-1.0,66.00606031274505,0.5664461416138216
Southampton,West Ham,3.25,3.5,2.2,0.4666666666666666,0.3369565217391305,0.2936129647283127,0.35294117647058826,0.5,0,0,0.28333333333333344,66.28939364607838,0.31553276077022113
Man United,Birmingham,1.25,5.0,9.0,0.7000000000000001,0.641304347826087,0.72,0.47058823529411764,0.5833333333333334,1,1,0.25,66.53939364607838,0.7907862534443815
Bolton,Fulham,1.66,3.6,5.0,0.7666666666666666,0.5,0.5576899244020325,0.47058823529411764,0.5833333333333334,1,1,0.6599999999999999,67.19939364607838,0.6108370223014402
West Brom,Liverpool,3.0,3.3,2.38,0.4333333333333333,0.532608695652174,0.31549771029163654,0.29411764705882354,0.4166666666666667,1,0,-1.0,66.19939364607838,0.3665117398170536
Brighton,Everton,2.25,3.3,3.3,0.39999999999999997,0.4673913043478262,0.42307692307692313,0.4117647058823529,0.5,0,0,0.5674999999999999,66.76689364607839,0.4819582796231487
Crystal Palace,West Brom,2.6,3.3,3.0,0.7666666666666666,0.4130434782608696,0.3767123287671233,0.4117647058823529,0.5,1,0,-1.0,65.76689364607839,0.3881772279599764
Norwich,Fulham,2.37,3.25,2.87,0.5666666666666667,0.5434782608695653,0.3913871743335613,0.4117647058823529,0.5,0,0,0.44789624183006516,66.21478988790844,0.4384174931069618
Tottenham,Newcastle,1.53,4.0,6.5,0.6,0.6630434782608696,0.6180910495661476,0.4117647058823529,0.5833333333333334,1,1,0.53,66.74478988790844,0.7101212076675428
Stoke,Everton,4.0,3.3,2.1,0.5,0.32608695652173914,0.2429022082018928,0.35294117647058826,0.5,0,0,0.2191666666666665,66.9639565545751,0.26173742728538407
Chelsea,Sheffield United,1.22,6.5,13.0,0.6333333333333333,0.5652173913043479,0.78031212484994,0.47058823529411764,0.5833333333333334,1,1,0.21999999999999997,67.1839565545751,0.8330734514020733
Man United,Tottenham,1.8,3.8,4.75,0.4666666666666666,0.391304347826087,0.5397727272727273,0.35294117647058826,0.5833333333333334,0,1,-1.0,66.1839565545751,0.6089553896455762
West Ham,Man United,4.2,3.6,1.95,0.5333333333333333,0.3478260869565218,0.2314540059347181,0.35294117647058826,0.5,0,0,0.20162162162162156,66.38557817619673,0.25095667262607946
Bolton,Chelsea,4.5,3.6,1.727,0.26666666666666666,0.4347826086956522,0.20594460841308168,0.29411764705882354,0.4166666666666667,0,0,0.10875539703397763,66.4943335732307,0.25623834591690636
Aston Villa,Nott'm Forest,1.95,3.6,3.7,0.6,0.4347826086956522,0.48339684267827987,0.4117647058823529,0.5833333333333334,1,1,0.95,67.44433357323071,0.5328359020864775
Tottenham,Brentford,1.67,4.2,4.75,0.7000000000000001,0.6086956521739131,0.5716905706876048,0.47058823529411764,0.5833333333333334,1,1,0.6699999999999999,68.11433357323071,0.6448146590109107
Man United,Stoke,1.22,7.0,15.0,0.7333333333333334,0.3695652173913044,0.7964199029126214,0.4117647058823529,0.5,1,1,0.21999999999999997,68.33433357323071,0.8270786693753859
Watford,Arsenal,5.25,4.33,1.65,0.3333333333333333,0.29347826086956524,0.18538123224224495,0.17647058823529413,0.5,1,0,-1.0,67.33433357323071,0.22546106713711248
Sunderland,Wolves,2.5,3.25,2.88,0.43333333333333335,0.48913043478260876,0.3791776382418473,0.35294117647058826,0.5,0,0,0.4505709624796084,67.78490453571033,0.43211033582394665
Brighton,Nott'm Forest,1.8,4.0,4.0,0.6333333333333333,0.5652173913043479,0.5263157894736842,0.47058823529411764,0.6666666666666666,1,1,0.8,68.58490453571032,0.5937032673773491
Liverpool,Chelsea,1.66,4.2,5.25,0.7333333333333334,0.4239130434782609,0.5843071786310519,0.5882352941176471,0.6666666666666666,1,1,0.6599999999999999,69.24490453571032,0.6292369672331772
Blackburn,Man City,2.2,3.2,3.25,0.6333333333333333,0.5,0.422936152907686,0.4117647058823529,0.5,1,0,-1.0,68.24490453571032,0.4649328346118082
West Ham,Liverpool,6.5,4.0,1.53,0.3,0.2934782608695652,0.1454891239748009,0.23529411764705882,0.5,0,0,0.05135623869801087,68.29626077440832,0.19348858548602288
West Ham,Stoke,2.63,3.3,2.9,0.4666666666666666,0.48913043478260876,0.3698407791003246,0.35294117647058826,0.5,0,0,0.46637096774193565,68.76263174215026,0.4181517668306851
Wolves,Tottenham,3.1,3.75,2.2,0.2333333333333333,0.2826086956521739,0.3090466379471811,0.11764705882352941,0.4166666666666667,1,0,-1.0,67.76263174215026,0.3559136082295291
Everton,Man United,3.6,3.5,2.05,0.5666666666666668,0.3695652173913044,0.2642238998342847,0.4117647058823529,0.5,0,0,0.2281531531531531,67.99078489530342,0.279149682555706
Blackburn,Norwich,2.1,3.4,3.5,0.5333333333333333,0.358695652173913,0.4509283819628648,0.35294117647058826,0.5833333333333334,1,0,-1.0,66.99078489530342,0.49330035439576364
Newcastle,Man City,13.0,8.0,1.16,0.5,0.23913043478260873,0.07229666562792146,0.4117647058823529,0.5833333333333334,0,0,-0.037554585152838604,66.95323031015057,0.12814195085216137
Chelsea,West Brom,1.17,7.0,17.0,0.9,0.6195652173913044,0.8090834919771553,0.5882352941176471,0.5833333333333334,1,1,0.16999999999999993,67.12323031015057,0.8392970880962232
Leicester,Norwich,1.22,6.5,13.0,0.8666666666666667,0.5434782608695653,0.78031212484994,0.4117647058823529,0.5,0,1,-1.0,66.12323031015057,0.8213409861583515
Southampton,Newcastle,4.0,3.6,1.9,0.39999999999999997,0.4239130434782609,0.23717059639389737,0.23529411764705882,0.5,0,0,0.1814545454545453,66.30468485560512,0.2777941206877166
Southampton,Arsenal,3.8,3.6,1.95,0.3,0.5434782608695653,0.2497331910352187,0.23529411764705882,0.3333333333333333,1,0,-1.0,65.30468485560512,0.3101239696091139
Everton,West Ham,1.9,3.25,4.0,0.7666666666666666,0.5652173913043479,0.4855275443510737,0.4117647058823529,0.5,1,1,0.8999999999999999,66.20468485560511,0.5365890121615217
Arsenal,Blackburn,1.364,4.333,7.5,0.7666666666666666,0.5217391304347826,0.6681543737090264,0.35294117647058826,0.5,1,1,0.3640000000000001,66.56868485560511,0.7351010150637988
Charlton,West Ham,2.1,3.25,3.0,0.8000000000000002,0.5217391304347826,0.4262295081967213,0.5294117647058824,0.5,1,0,-1.0,65.56868485560511,0.45053294725495213
Wigan,Aston Villa,3.6,3.3,2.1,0.39999999999999997,0.4239130434782609,0.26279863481228666,0.35294117647058826,0.5,0,0,0.2191666666666665,65.78785152227178,0.2980976998946617
Stoke,Liverpool,3.25,3.3,2.25,0.5333333333333333,0.2934782608695652,0.2916053019145803,0.4117647058823529,0.5,1,0,-1.0,64.78785152227178,0.30111359763419354
Middlesbrough,Wolves,1.72,3.4,4.5,0.5333333333333333,0.5652173913043479,0.5296316809747992,0.4117647058823529,0.5,1,1,0.72,65.50785152227178,0.609133656338829
Aston Villa,Birmingham,1.62,3.75,6.0,0.6333333333333333,0.31521739130434784,0.5875440658049352,0.5294117647058824,0.4166666666666667,1,1,0.6200000000000001,66.12785152227178,0.6316001758457401
Tottenham,Chelsea,2.0,3.75,3.5,0.6666666666666666,0.5217391304347827,0.4751131221719458,0.35294117647058826,0.5,0,1,-1.0,65.12785152227178,0.5307254780333923
Man United,Middlesbrough,1.18,6.5,19.0,0.8333333333333334,0.47826086956521746,0.8040888078650954,0.4117647058823529,0.5,1,1,0.17999999999999994,65.30785152227178,0.8348083050814095
Wigan,Middlesbrough,2.1,3.25,3.4,0.6,0.5869565217391305,0.44173495902458526,0.4117647058823529,0.5,0,1,-1.0,64.30785152227178,0.5013641409004966
Man City,Fulham,1.5,4.0,7.5,0.7333333333333334,0.5869565217391305,0.6349206349206349,0.4117647058823529,0.5,0,1,-1.0,63.307851522271775,0.7092593076717638
Leicester,Man City,9.5,5.25,1.36,0.3333333333333333,0.32608695652173914,0.1020948023164367,0.35294117647058826,0.5,1,0,-1.0,62.307851522271775,0.1600262889277937
Leicester,Arsenal,4.5,4.0,1.8,0.6,0.3369565217391305,0.21621621621621623,0.4117647058823529,0.5833333333333334,0,0,0.17931034482758612,62.48716186709936,0.22988483648179478
Crystal Palace,Chelsea,4.75,4.0,1.66,0.4666666666666666,0.4021739130434783,0.19806114839671882,0.35294117647058826,0.5,0,0,0.11448763250883376,62.60164949960819,0.23074030675666352
Bolton,Aston Villa,3.1,3.3,2.37,0.7000000000000001,0.5108695652173912,0.30793763288447906,0.4117647058823529,0.5833333333333334,0,0,0.31039682539682545,62.91204632500502,0.3284600216422189
Cardiff,Fulham,2.35,3.5,3.2,0.6,0.5217391304347827,0.415661532751902,0.4117647058823529,0.5,1,0,-1.0,61.91204632500502,0.4618394427060289
Bolton,Man United,4.33,3.3,1.83,0.6,0.20652173913043478,0.21375553502596287,0.4117647058823529,0.5,0,0,0.1183333333333334,62.030379658338354,0.2166184560614984
Fulham,Wolves,3.25,3.4,2.37,0.4000000000000001,0.3478260869565218,0.3005538874694616,0.29411764705882354,0.5,0,0,0.3267071057192372,62.35708676405759,0.33202176311991144
Man City,Arsenal,2.5,3.6,2.9,0.6,0.3804347826086957,0.3911577369801424,0.4117647058823529,0.5,0,0,0.5258461538461536,62.882932917903744,0.4154594139229317
Newcastle,Bournemouth,2.9,3.4,2.6,0.3,0.27173913043478265,0.33689024390243905,0.23529411764705882,0.5,1,0,-1.0,61.882932917903744,0.3745620108174094
Arsenal,Southampton,1.36,5.0,8.5,0.5333333333333333,0.5217391304347826,0.6983240223463686,0.35294117647058826,0.5,1,1,0.3600000000000001,62.242932917903744,0.7773568173119403
Leicester,QPR,1.6,4.33,6.0,0.7666666666666666,0.4239130434782609,0.6111790721746495,0.5294117647058824,0.6666666666666666,1,1,0.6000000000000001,62.842932917903745,0.6591168103384325
Fulham,Blackburn,1.9,3.3,4.0,0.6333333333333333,0.36956521739130443,0.4876246767639453,0.4117647058823529,0.5833333333333334,0,1,-1.0,61.842932917903745,0.5268987950226226
Arsenal,Newcastle,1.44,4.5,7.0,0.7999999999999999,0.47826086956521746,0.6554307116104868,0.47058823529411764,0.5833333333333334,1,1,0.43999999999999995,62.28293291790374,0.7111030584701478
Newcastle,Bournemouth,1.44,4.4,7.5,0.5666666666666668,0.5108695652173912,0.6582096696984203,0.4117647058823529,0.5833333333333334,0,1,-1.0,61.28293291790374,0.7362473103527579
Burnley,Bournemouth,2.1,3.3,3.7,0.6333333333333333,0.4021739130434783,0.4537346711259755,0.35294117647058826,0.5,1,0,-1.0,60.28293291790374,0.49310219182922443
Arsenal,Man City,3.0,3.4,2.5,0.6,0.41304347826086957,0.3244274809160305,0.4117647058823529,0.4166666666666667,0,0,0.3686440677966103,60.65157698570035,0.34344506291395405
Newcastle,Bournemouth,1.83,4.2,3.75,0.5,0.47826086956521746,0.5198277142432793,0.4117647058823529,0.5,0,1,-1.0,59.65157698570035,0.5902863311349271
Wigan,Blackburn,2.37,3.2,2.9,0.43333333333333335,0.41304347826086957,0.39095083624720894,0.29411764705882354,0.5,0,0,0.4452459016393442,60.0968228873397,0.439898994491413
Stoke,Blackpool,1.62,4.0,5.5,0.6666666666666666,0.45652173913043476,0.5883926183471516,0.4117647058823529,0.5,0,1,-1.0,59.0968228873397,0.6516056192000796
Sheffield United,Southampton,2.45,3.2,3.0,0.6666666666666666,0.4565217391304348,0.3872529245663574,0.4117647058823529,0.5,0,0,0.4709677419354841,59.56779062927518,0.4142158340833443
Birmingham,Man United,7.5,4.33,1.4,0.23333333333333336,0.22826086956521738,0.12362093929073965,0.23529411764705882,0.5,0,0,0.0050436300174521165,59.572834259292634,0.17629929049046472
Everton,Wigan,1.66,3.4,5.5,0.6666666666666666,0.6195652173913044,0.558642528529605,0.4117647058823529,0.5,1,1,0.6599999999999999,60.23283425929263,0.6371501089357773
Man United,Middlesbrough,1.25,5.5,11.0,0.6,0.641304347826087,0.7457627118644068,0.4117647058823529,0.5833333333333334,0,1,-1.0,59.23283425929263,0.8179612604529692
Leicester,Brentford,3.6,3.8,1.91,0.16666666666666666,0.27173913043478265,0.2609477241676853,0.23529411764705882,0.5,0,0,0.2075481611208405,59.44038242041347,0.30320865897513893
Southampton,Norwich,1.53,4.33,6.0,0.7000000000000001,0.5543478260869565,0.6217557060086298,0.47058823529411764,0.6666666666666666,1,1,0.53,59.97038242041347,0.6924294589410875
Chelsea,Huddersfield,1.16,8.5,19.0,0.6666666666666666,0.5434782608695653,0.8350568769389864,0.4117647058823529,0.5,0,1,-1.0,58.97038242041347,0.8655300109809047
Tottenham,West Brom,1.53,4.33,7.0,0.5666666666666667,0.532608695652174,0.6361646262244228,0.29411764705882354,0.5,0,1,-1.0,57.97038242041347,0.7222387806132633
Bolton,Tottenham,2.37,3.25,2.87,0.3,0.47826086956521746,0.3913871743335613,0.35294117647058826,0.5,1,0,-1.0,56.97038242041347,0.45717598816103855
West Ham,Bournemouth,1.55,4.0,6.0,0.5666666666666667,0.44565217391304346,0.6075949367088608,0.4117647058823529,0.5833333333333334,1,1,0.55,57.52038242041347,0.679065700918028
Bolton,West Brom,2.0,3.25,3.25,0.5666666666666667,0.5543478260869565,0.4482758620689655,0.4117647058823529,0.5,0,1,-1.0,56.52038242041347,0.5082241575088666
Newcastle,Liverpool,3.8,3.3,2.0,0.5333333333333333,0.31521739130434784,0.24682124158563945,0.29411764705882354,0.5,0,0,0.18301886792452837,56.703401288338,0.26445864732841734
Everton,Chelsea,3.75,3.3,2.2,0.3333333333333333,0.4347826086956522,0.2603550295857988,0.23529411764705882,0.5,0,0,0.254,56.957401288338,0.3070400566541175
Bournemouth,West Brom,2.05,3.25,4.33,0.3666666666666667,0.4347826086956522,0.47523766104385123,0.29411764705882354,0.4166666666666667,1,1,1.0499999999999998,58.007401288337995,0.5500139968477993
Man City,Aston Villa,1.83,3.6,4.33,0.3333333333333333,0.26086956521739135,0.517875474669351,0.35294117647058826,0.5,1,1,0.8300000000000001,58.83740128833799,0.5793933092750844
West Brom,Arsenal,5.75,4.0,1.57,0.3666666666666667,0.41304347826086957,0.1639365659466162,0.29411764705882354,0.5,0,0,0.07109515260323152,58.90849644094123,0.21157985874937363
Luton,Arsenal,17.0,7.0,1.18,0.3333333333333333,0.3478260869565218,0.05606842248167254,0.29411764705882354,0.5,0,0,-0.040709046454767917,58.86778739448646,0.1350065472573859
Charlton,Sheffield United,2.05,3.25,3.6,0.8333333333333334,0.4021739130434783,0.4545013110614742,0.47058823529411764,0.5833333333333334,0,0,0.6226277372262772,59.49041513171274,0.4698944337170693
Tottenham,Man United,1.91,3.5,4.0,0.7000000000000001,0.7608695652173914,0.4942630185348632,0.4117647058823529,0.5,1,1,0.9099999999999999,60.400415131712734,0.5768191227756457
Brentford,Tottenham,2.75,3.4,2.45,0.7000000000000001,0.5108695652173912,0.3411487662537115,0.4117647058823529,0.5833333333333334,0,0,0.35273504273504264,60.753150174447775,0.36480792076965257
Norwich,Everton,3.2,3.4,2.4,0.6666666666666666,0.4239130434782609,0.3053892215568862,0.4117647058823529,0.5,0,0,0.336551724137931,61.08970189858571,0.31895139196170813
West Ham,Hull,1.83,3.6,4.75,0.6333333333333333,0.5,0.5280956131004771,0.35294117647058826,0.5,1,1,0.8300000000000001,61.91970189858571,0.5939856615091665
Crystal Palace,Stoke,2.6,3.25,3.0,0.6,0.41304347826086957,0.375,0.35294117647058826,0.4166666666666667,0,0,0.482,62.401701898585706,0.4034804535680473
Aston Villa,Man City,4.75,4.2,1.7,0.7666666666666666,0.26086956521739124,0.20304279823688326,0.47058823529411764,0.5833333333333334,1,0,-1.0,61.401701898585706,0.20058559821112854
Man United,Tottenham,1.67,3.75,5.5,0.8333333333333334,0.5652173913043478,0.5717651950932151,0.4117647058823529,0.5833333333333334,1,1,0.6699999999999999,62.07170189858571,0.6317447407524224
Liverpool,Man City,1.91,3.4,4.2,0.6333333333333333,0.717391304347826,0.4959022086400889,0.35294117647058826,0.5,0,1,-1.0,61.07170189858571,0.5823647700643584
Sunderland,Watford,2.9,3.3,2.63,0.39999999999999997,0.3478260869565218,0.335407327253053,0.35294117647058826,0.5,0,0,0.39039629005058996,61.4620981886363,0.36750192523708014
Bolton,Portsmouth,2.0,3.2,3.75,0.6333333333333333,0.532608695652174,0.46332046332046334,0.4117647058823529,0.5,1,1,1.0,62.4620981886363,0.5177290452949443
Tottenham,Aston Villa,1.62,4.2,6.0,0.8333333333333334,0.5543478260869565,0.6039689387402933,0.47058823529411764,0.4166666666666667,0,1,-1.0,61.4620981886363,0.6632066422569166
Everton,Derby,1.25,5.5,13.0,0.8333333333333334,0.532608695652174,0.7556142668428005,0.4117647058823529,0.5,1,1,0.25,61.7120981886363,0.8041770607611964
Burnley,Arsenal,3.6,3.6,2.0,0.4666666666666666,0.3804347826086957,0.2631578947368421,0.23529411764705882,0.5,0,0,0.2214285714285713,61.933526760064865,0.2941656896438017
Tottenham,Derby,1.44,4.0,7.5,0.7666666666666666,0.5217391304347826,0.6443298969072165,0.4117647058823529,0.5833333333333334,1,1,0.43999999999999995,62.37352676006486,0.7095113401430441
Chelsea,Leicester,1.57,4.5,6.0,0.7000000000000001,0.48913043478260876,0.6209037599172128,0.47058823529411764,0.5,1,1,0.5700000000000001,62.94352676006486,0.6846169118586755
Everton,West Brom,1.5,4.2,6.5,0.5,0.3804347826086957,0.6297577854671281,0.35294117647058826,0.5,1,1,0.5,63.44352676006486,0.7028108142277315
Wolves,Everton,2.5,3.4,2.62,0.6333333333333333,0.4673913043478261,0.37181734702395863,0.29411764705882354,0.4166666666666667,1,0,-1.0,62.44352676006486,0.40637302036699463
Blackburn,Chelsea,7.0,3.75,1.5,0.2333333333333333,0.4239130434782609,0.13274336283185842,0.29411764705882354,0.5,0,0,0.017857142857142794,62.46138390292201,0.195758895744617
Man City,Wolves,1.12,9.0,21.0,0.7666666666666666,0.5869565217391305,0.8490566037735848,0.47058823529411764,0.5833333333333334,0,1,-1.0,61.46138390292201,0.8702193902620461
Fulham,Birmingham,2.37,3.2,2.9,0.3666666666666667,0.4239130434782609,0.39095083624720894,0.29411764705882354,0.4166666666666667,0,0,0.4452459016393442,61.906629804561355,0.4471355760640723
Burnley,Liverpool,14.0,5.75,1.28,0.26666666666666666,0.2282608695652174,0.06957837020230667,0.23529411764705882,0.5,0,0,-0.005405405405405572,61.90122439915595,0.14004328936510432
Middlesbrough,West Ham,2.3,3.3,3.2,0.43333333333333335,0.4239130434782609,0.41395531164249316,0.29411764705882354,0.5,0,0,0.5433846153846156,62.44460901454057,0.46880503428307035
Blackburn,West Ham,1.615,3.4,5.0,0.7000000000000001,0.44565217391304346,0.5561735261401557,0.47058823529411764,0.5,0,1,-1.0,61.44460901454057,0.608380384862193
Hull,Burnley,2.15,3.3,3.9,0.7666666666666666,0.3695652173913044,0.4539682539682539,0.4117647058823529,0.5,0,0,0.6981249999999999,62.142734014540565,0.4742907053598533
Tottenham,Blackpool,1.3,5.5,10.0,0.7666666666666666,0.6521739130434783,0.7318695941450432,0.4117647058823529,0.5,0,1,-1.0,61.142734014540565,0.7991445945433575
Man United,Leicester,1.5,4.5,6.0,0.7666666666666666,0.4021739130434783,0.631578947368421,0.47058823529411764,0.5833333333333334,0,1,-1.0,60.142734014540565,0.6812837007904281
Arsenal,Southampton,1.444,3.75,6.5,0.7999999999999999,0.6195652173913043,0.622192158464366,0.4117647058823529,0.5,1,1,0.44399999999999995,60.58673401454057,0.6947575708185807
Chelsea,Burnley,1.25,6.0,12.0,0.8333333333333334,0.5217391304347827,0.7619047619047619,0.6470588235294118,0.5833333333333334,0,1,-1.0,59.58673401454057,0.8002557579899436
West Ham,Man United,8.0,4.2,1.44,0.4666666666666666,0.32608695652173914,0.11819887429643527,0.23529411764705882,0.5,0,0,0.018723404255319043,59.605457418795886,0.167541289539245
Stoke,Aston Villa,1.95,3.5,4.5,0.9,0.5652173913043479,0.5023923444976077,0.5294117647058824,0.5833333333333334,0,1,-1.0,58.605457418795886,0.5387785155197922
Fulham,Tottenham,2.0,3.75,3.6,0.4666666666666666,0.41304347826086957,0.47872340425531923,0.29411764705882354,0.5,1,1,1.0,59.605457418795886,0.5426236588295418
Tottenham,Watford,1.16,8.5,21.0,0.8666666666666666,0.5869565217391305,0.8391312523505078,0.5294117647058824,0.5833333333333334,1,1,0.15999999999999992,59.76545741879588,0.8589458289971786
Newcastle,Wolves,1.95,3.4,4.0,0.5666666666666667,0.5543478260869565,0.48519443453442745,0.4117647058823529,0.4166666666666667,1,1,0.95,60.715457418795886,0.5526614533208427
Man United,Everton,1.4,4.5,9.0,0.7333333333333334,0.36956521739130443,0.6818181818181818,0.35294117647058826,0.5,1,1,0.3999999999999999,61.115457418795884,0.7356170295657894
QPR,Crystal Palace,2.38,3.4,3.25,0.8333333333333334,0.48913043478260876,0.4111321948134093,0.47058823529411764,0.5,0,0,0.5785714285714283,61.69402884736731,0.428686806772062
Burnley,Hull,1.91,3.4,4.2,0.8666666666666666,0.532608695652174,0.4959022086400889,0.47058823529411764,0.5,1,1,0.9099999999999999,62.60402884736731,0.533024658743548
Hull,Southampton,3.0,3.25,2.6,0.39999999999999997,0.4239130434782609,0.325,0.35294117647058826,0.5,0,0,0.37222222222222223,62.97625106958953,0.36457068179669594
Tottenham,Newcastle,1.75,3.9,5.0,0.7333333333333334,0.4021739130434783,0.5559515324305061,0.4117647058823529,0.5833333333333334,0,1,-1.0,61.97625106958953,0.6030918748303253
Blackburn,Wigan,1.9,3.4,4.2,0.5333333333333333,0.48913043478260876,0.4972144846796657,0.35294117647058826,0.4166666666666667,1,1,0.8999999999999999,62.87625106958953,0.5650420819706273
Liverpool,Everton,2.2,3.2,3.5,0.7000000000000001,0.4239130434782609,0.4317656129529684,0.4117647058823529,0.5833333333333334,0,0,0.5880597014925373,63.46431077108207,0.4602257961799176
Tottenham,Man United,2.8,3.6,2.38,0.5,0.3695652173913044,0.33849557522123896,0.29411764705882354,0.4166666666666667,1,0,-1.0,62.46431077108207,0.3680222429456325
Tottenham,Nott'm Forest,2.45,3.6,2.63,0.6333333333333333,0.5,0.3828316115075915,0.4117647058823529,0.5833333333333334,0,0,0.443756019261637,62.9080667903437,0.4171615894947595
Aston Villa,Bournemouth,2.3,3.4,3.1,0.3,0.23913043478260868,0.41349548842683415,0.11764705882352941,0.3333333333333333,0,0,0.5404615384615385,63.44852832880524,0.46666729085877034
Liverpool,Man United,2.3,3.25,3.5,0.6,0.391304347826087,0.4228624535315985,0.29411764705882354,0.4166666666666667,0,0,0.6009259259259259,64.04945425473116,0.46061569388543117
Wigan,Sunderland,2.2,3.25,3.2,0.5333333333333333,0.5,0.422936152907686,0.29411764705882354,0.5,1,0,-1.0,63.04945425473117,0.4800803548345712
Wolves,Arsenal,3.5,3.2,2.2,0.5666666666666668,0.18478260869565216,0.27139552814186585,0.4117647058823529,0.5,0,0,0.23851851851851835,63.287972773249685,0.2678516455959907
West Brom,Everton,2.75,3.2,2.5,0.6333333333333333,0.44565217391304346,0.337909186906019,0.4117647058823529,0.5,1,0,-1.0,62.287972773249685,0.3592554499501249
