HomeTeam,AwayTeam,HPPG,APPG,FTH,FTDA,home_poisson,away_poisson,poisson_df,FTRT
Chelsea,Arsenal,2.6,2.2,0.4317656129529684,0.5682343870470317,1,0,1,1
Man United,Liverpool,2.4,1.2,0.47482014388489213,0.525179856115108,0,0,0,1
Birmingham,Man City,1.2,1.0,0.3956834532374101,0.60431654676259,0,0,0,1
Bolton,Arsenal,0.4,1.6,0.18882654305928276,0.8111734569407173,0,2,-2,0
Derby,Fulham,0.4,0.4,0.31654676258992803,0.683453237410072,0,0,0,0
Man United,Aston Villa,2.4,1.0,0.7308160779537151,0.26918392204628505,2,0,2,1
Portsmouth,Wigan,2.6,0.8,0.5263157894736842,0.47368421052631576,1,0,1,1
Reading,Blackburn,1.2,1.4,0.3956834532374101,0.60431654676259,0,1,-1,0
Sunderland,West Ham,1.8,0.8,0.4212076583210604,0.5787923416789397,1,0,1,1
Chelsea,Middlesbrough,2.6,0.8,0.7308160779537151,0.26918392204628505,1,0,1,1
Liverpool,Everton,3.0,2.0,0.5489143693583801,0.45108563064161994,0,0,0,1
Tottenham,Newcastle,2.2,0.2,0.5672377241734945,0.4327622758265054,5,0,5,0
Arsenal,Liverpool,1.8,1.0,0.45121263395375066,0.5487873660462492,1,0,1,0
Aston Villa,Bolton,1.6,0.8,0.5672377241734945,0.4327622758265054,1,0,1,1
Blackburn,Tottenham,1.8,0.8,0.39337257115214064,0.6066274288478595,1,0,1,0
Fulham,Sunderland,1.2,0.8,0.41395531164249316,0.5860446883575068,0,0,0,0
Man City,Chelsea,1.0,2.2,0.18882654305928276,0.8111734569407173,0,3,-3,0
Newcastle,Reading,1.0,0.6,0.5263157894736842,0.47368421052631576,0,0,0,1
Wigan,Birmingham,2.0,0.4,0.4505119453924914,0.5494880546075085,1,0,1,1
Everton,Derby,2.2,0.2,0.7556142668428005,0.24438573315719947,1,0,1,1
Middlesbrough,Man United,2.0,2.6,0.11160318866253321,0.8883968113374667,0,1,-1,0
West Ham,Portsmouth,2.0,0.6,0.4212076583210604,0.5787923416789397,1,0,1,0
Birmingham,Everton,1.8,1.4,0.31654676258992803,0.683453237410072,0,0,0,0
Bolton,West Ham,0.4,0.8,0.4509283819628648,0.5490716180371353,0,0,0,1
Derby,Aston Villa,0.6,0.8,0.15818639798488665,0.8418136020151135,0,1,-1,0
Portsmouth,Newcastle,2.6,0.8,0.43220338983050843,0.5677966101694916,2,0,2,0
Reading,Fulham,1.4,0.6,0.5005950559352579,0.4994049440647421,0,0,0,0
Sunderland,Man City,1.8,1.0,0.43220338983050843,0.5677966101694916,1,0,1,0
Tottenham,Middlesbrough,1.6,0.6,0.5672377241734945,0.4327622758265054,2,1,1,0
Liverpool,Blackburn,3.0,1.0,0.6292134831460674,0.3707865168539326,1,0,1,1
Man United,Arsenal,2.4,1.6,0.5182625863770978,0.4817374136229023,2,0,2,1
Chelsea,Wigan,2.6,0.2,0.7784120394395433,0.22158796056045663,2,0,2,0
Everton,Chelsea,2.2,2.2,0.24890190336749632,0.7510980966325036,0,0,0,0
Arsenal,Reading,1.8,0.6,0.7147962830593281,0.2852037169406719,1,0,1,1
Blackburn,Man United,1.8,2.2,0.15818639798488665,0.8418136020151135,0,1,-1,0
Fulham,Liverpool,1.2,1.0,0.27842679127725856,0.7215732087227413,0,1,-1,0
Middlesbrough,Bolton,2.0,0.6,0.4505119453924914,0.5494880546075085,1,0,1,0
West Ham,Derby,1.4,0.2,0.6983240223463686,0.3016759776536313,1,0,1,1
Wigan,Tottenham,2.6,1.0,0.36175395858708886,0.6382460414129111,1,0,1,0
Aston Villa,Birmingham,1.6,0.2,0.5248091603053435,0.47519083969465653,3,0,3,1
Man City,Portsmouth,0.8,1.2,0.3986951794128308,0.6013048205871694,0,0,0,1
Newcastle,Sunderland,1.4,1.4,0.5182625863770978,0.4817374136229023,0,1,-1,1
Birmingham,Liverpool,1.8,1.6,0.34437086092715236,0.6556291390728477,1,1,0,0
Chelsea,Man United,2.2,2.2,0.3788187372708758,0.6211812627291242,1,1,0,1
Man City,Fulham,1.4,1.0,0.5182625863770978,0.4817374136229023,0,1,-1,0
Sunderland,Middlesbrough,1.2,0.6,0.41349548842683403,0.5865045115731659,0,0,0,1
Tottenham,Bolton,1.6,0.6,0.49557522123893805,0.504424778761062,3,0,3,0
West Ham,Newcastle,1.4,1.0,0.38042255784061696,0.6195774421593829,1,1,0,0
Wigan,Reading,2.2,0.6,0.45121263395375066,0.5487873660462492,1,0,1,0
Everton,Aston Villa,2.0,1.4,0.4212076583210604,0.5787923416789397,1,0,1,0
Portsmouth,Blackburn,2.6,0.8,0.4505119453924914,0.5494880546075085,1,0,1,0
Derby,Arsenal,0.4,1.0,0.0726552179656539,0.9273447820343461,0,2,-2,0
Aston Villa,Wigan,2.0,0.4,0.6168258974121139,0.3831741025878861,2,0,2,0
Blackburn,Derby,1.8,0.0,0.7556142668428005,0.24438573315719947,3,0,3,1
Bolton,Sunderland,0.8,1.4,0.6045340050377834,0.3954659949622166,0,0,0,1
Fulham,Birmingham,0.6,0.2,0.43029595015576316,0.5697040498442367,0,1,-1,1
Man United,West Ham,2.4,0.2,0.8104058839553255,0.18959411604467444,4,0,4,1
Middlesbrough,Portsmouth,1.4,1.2,0.4751131221719457,0.5248868778280542,0,0,0,1
Reading,Tottenham,1.4,1.0,0.43029595015576316,0.5697040498442367,1,1,0,0
Arsenal,Everton,1.8,1.4,0.5672377241734945,0.4327622758265054,0,0,0,1
Liverpool,Man City,3.0,1.4,0.5672377241734945,0.4327622758265054,2,0,2,1
Newcastle,Chelsea,1.8,2.6,0.15747684164093514,0.8425231583590648,0,2,-2,0
Birmingham,Blackburn,1.8,1.4,0.47368421052631576,0.5263157894736842,1,0,1,1
Chelsea,Bolton,2.6,0.8,0.8267477203647416,0.17325227963525835,2,0,2,0
Derby,Reading,0.4,0.8,0.1720368389470114,0.8279631610529886,0,0,0,0
Everton,Newcastle,1.6,1.2,0.5281969817315331,0.47180301826846704,1,1,0,1
Middlesbrough,Man City,1.4,0.8,0.4505119453924914,0.5494880546075085,0,0,0,1
Portsmouth,Fulham,2.0,1.6,0.28668941979522183,0.7133105802047781,1,0,1,0
Sunderland,Arsenal,1.2,1.4,0.21928755908581452,0.7807124409141855,1,2,-1,0
Tottenham,Liverpool,1.2,1.6,0.3609341825902335,0.6390658174097664,1,2,-1,0
West Ham,Aston Villa,1.4,1.0,0.2968388589051658,0.7031611410948342,1,2,-1,0
Wigan,Man United,1.8,1.6,0.07885055185442974,0.9211494481455702,0,0,0,0
Arsenal,West Brom,1.8,0.4,0.7907542579075426,0.20924574209245744,1,0,1,1
Everton,Blackburn,1.6,0.8,0.47482014388489213,0.525179856115108,1,0,1,0
Middlesbrough,Tottenham,2.0,1.0,0.29731830547998445,0.7026816945200155,2,0,2,1
Sunderland,Liverpool,1.2,1.6,0.17178615309883705,0.8282138469011631,0,1,-1,0
West Ham,Wigan,1.6,1.0,0.4959022086400889,0.5040977913599112,1,0,1,1
Aston Villa,Man City,1.4,0.8,0.4992827177367116,0.5007172822632884,3,0,3,1
Chelsea,Portsmouth,2.2,0.6,0.7147962830593281,0.2852037169406719,1,0,1,1
Man United,Newcastle,3.0,1.2,0.7397444519166108,0.26025554808338947,2,0,2,0
Fulham,Arsenal,1.2,1.8,0.14548711929326005,0.8545128807067399,0,3,-3,1
Liverpool,Middlesbrough,3.0,0.6,0.6953028430160691,0.30469715698393074,1,0,1,1
Newcastle,Bolton,1.8,1.0,0.5281969817315331,0.47180301826846704,1,0,1,1
Tottenham,Sunderland,1.0,1.4,0.6292134831460674,0.3707865168539326,0,1,-1,0
West Brom,Everton,0.2,0.8,0.32914725541827017,0.6708527445817298,0,0,0,0
Man City,West Ham,1.4,0.2,0.41212601545472566,0.5878739845452745,1,0,1,1
Wigan,Chelsea,1.6,2.6,0.11160318866253321,0.8883968113374667,0,0,0,0
Portsmouth,Man United,1.4,1.6,0.1969111969111969,0.8030888030888031,0,0,0,0
Arsenal,Newcastle,2.2,1.2,0.6578947368421052,0.3421052631578947,1,0,1,1
Bolton,West Brom,2.0,0.4,0.5182625863770978,0.4817374136229023,1,0,1,0
Everton,Portsmouth,1.4,0.6,0.4552980132450331,0.544701986754967,2,0,2,0
Hull,Wigan,3.0,0.8,0.3791776382418473,0.6208223617581528,1,0,1,0
Middlesbrough,Stoke,2.0,0.0,0.6022656660771474,0.3977343339228527,5,0,5,1
West Ham,Blackburn,1.6,1.4,0.3791776382418473,0.6208223617581528,1,1,0,1
Aston Villa,Liverpool,1.8,2.2,0.3151515151515151,0.6848484848484848,0,1,-1,0
Chelsea,Tottenham,2.2,1.0,0.6761868406440866,0.32381315935591337,1,0,1,0
Sunderland,Man City,1.2,0.6,0.43220338983050843,0.5677966101694916,2,1,1,0
Blackburn,Arsenal,1.8,1.8,0.21076011846001974,0.7892398815399804,1,1,0,0
Fulham,Bolton,1.8,1.0,0.42307692307692313,0.576923076923077,0,0,0,1
Liverpool,Man United,3.0,1.6,0.3170731707317074,0.6829268292682928,1,0,1,1
Man City,Chelsea,1.8,2.6,0.21838176444704685,0.7816182355529533,1,2,-1,0
Newcastle,Hull,2.4,1.0,0.5835193829916785,0.4164806170083215,1,0,1,0
Portsmouth,Middlesbrough,0.8,0.4,0.4751131221719457,0.5248868778280542,0,0,0,1
West Brom,West Ham,0.2,0.2,0.393939393939394,0.606060606060606,0,0,0,1
Wigan,Sunderland,1.0,1.8,0.4686667850168649,0.531333214983135,0,0,0,0
Stoke,Everton,3.0,0.8,0.28205128205128205,0.717948717948718,1,0,1,0
Tottenham,Aston Villa,0.4,1.0,0.4505119453924914,0.5494880546075085,1,3,-2,0
Blackburn,Fulham,1.2,2.0,0.4505119453924914,0.5494880546075085,0,1,-1,1
Bolton,Arsenal,2.0,1.8,0.14548711929326005,0.8545128807067399,1,1,0,0
Liverpool,Stoke,3.0,0.0,0.7907542579075426,0.20924574209245744,2,0,2,0
Sunderland,Middlesbrough,0.6,0.2,0.3981697037810067,0.6018302962189933,0,1,-1,1
West Ham,Newcastle,2.2,0.6,0.4505119453924914,0.5494880546075085,2,0,2,1
Chelsea,Man United,1.8,1.4,0.43088803088803085,0.569111969111969,1,0,1,0
Hull,Everton,1.5,1.4,0.3067869752844252,0.6932130247155747,0,2,-2,0
Man City,Portsmouth,1.2,1.2,0.47482014388489213,0.525179856115108,2,1,1,1
Tottenham,Wigan,0.4,1.4,0.5474785570898474,0.4525214429101527,0,2,-2,0
West Brom,Aston Villa,0.8,1.6,0.2916053019145803,0.7083946980854198,0,2,-2,0
Arsenal,Hull,2.6,2.0,0.7870370370370371,0.21296296296296294,1,0,1,0
Aston Villa,Sunderland,2.0,1.4,0.6023352072650892,0.3976647927349107,2,0,2,1
Everton,Liverpool,0.8,2.2,0.2538354253835426,0.7461645746164576,0,2,-2,0
Fulham,West Ham,1.8,0.0,0.41212601545472566,0.5878739845452745,2,0,2,0
Man United,Bolton,2.6,1.0,0.7784120394395433,0.22158796056045663,1,0,1,1
Middlesbrough,West Brom,2.4,0.4,0.5292652552926526,0.47073474470734744,3,0,3,0
Newcastle,Blackburn,1.8,1.2,0.3658536585365854,0.6341463414634148,2,0,2,0
Stoke,Chelsea,1.5,3.0,0.10512611879576893,0.8948738812042312,0,3,-3,0
Portsmouth,Tottenham,0.8,1.2,0.3842364532019704,0.6157635467980295,0,0,0,1
Wigan,Man City,0.6,1.2,0.31549771029163654,0.6845022897083635,0,1,-1,1
Blackburn,Man United,1.6,1.4,0.15863689776733256,0.8413631022326675,0,1,-1,0
Sunderland,Arsenal,1.2,2.4,0.15863689776733256,0.8413631022326675,0,2,-2,0
West Brom,Fulham,0.8,1.8,0.4193548387096774,0.5806451612903226,0,1,-1,1
Wigan,Middlesbrough,1.0,0.2,0.4505119453924914,0.5494880546075085,0,0,0,0
Chelsea,Aston Villa,1.8,1.6,0.6292134831460674,0.3707865168539326,2,1,1,1
Everton,Newcastle,0.8,0.4,0.5474785570898474,0.4525214429101527,2,1,1,0
Man City,Liverpool,1.8,2.2,0.2948183442525313,0.7051816557474688,0,1,-1,0
Portsmouth,Stoke,1.2,0.3333333333333333,0.5651282619535708,0.4348717380464291,1,0,1,1
Tottenham,Hull,0.4,2.3333333333333335,0.5477819635580841,0.4522180364419158,0,1,-1,0
West Ham,Bolton,2.2,0.4,0.5198860435545397,0.4801139564454603,2,0,2,0
Arsenal,Everton,2.4,1.6,0.6953028430160691,0.30469715698393074,1,0,1,1
Aston Villa,Portsmouth,2.0,0.6,0.5183826461440306,0.4816173538559695,4,0,4,0
Bolton,Blackburn,2.0,1.8,0.393939393939394,0.606060606060606,2,0,2,0
Fulham,Sunderland,1.8,0.8,0.4212076583210604,0.5787923416789397,1,0,1,0
Liverpool,Wigan,2.6,1.6,0.6761868406440866,0.32381315935591337,0,0,0,1
Man United,West Brom,2.6,1.0,0.7907542579075426,0.20924574209245744,2,0,2,1
Middlesbrough,Chelsea,2.4,3.0,0.1580946352270929,0.8419053647729071,0,1,-1,0
Hull,West Ham,1.3333333333333333,0.6,0.3624657812024739,0.6375342187975261,2,1,1,1
Stoke,Tottenham,1.0,1.0,0.2916053019145803,0.7083946980854198,1,1,0,1
Newcastle,Man City,1.2,0.6,0.3151515151515151,0.6848484848484848,2,1,1,0
Blackburn,Middlesbrough,1.4,0.6,0.4532775453277545,0.5467224546722455,1,1,0,0
Everton,Man United,0.8,2.0,0.126984126984127,0.8730158730158731,0,2,-2,0
Sunderland,Newcastle,0.8,0.4,0.43220338983050843,0.5677966101694916,1,0,1,1
West Brom,Hull,1.2,2.5,0.43220338983050843,0.5677966101694916,0,1,-1,0
Chelsea,Liverpool,1.8,2.6,0.4969841134992779,0.5030158865007222,0,0,0,0
Man City,Stoke,1.2,0.25,0.6559254456657416,0.3440745543342584,3,1,2,1
Portsmouth,Fulham,1.8,1.2,0.5182625863770978,0.4817374136229023,1,0,1,0
Tottenham,Bolton,0.2,0.8,0.4686667850168649,0.531333214983135,0,1,-1,1
West Ham,Arsenal,2.0,2.0,0.15863689776733256,0.8413631022326675,1,2,-1,0
Wigan,Aston Villa,0.8,1.4,0.3658536585365854,0.6341463414634148,0,1,-1,0
Newcastle,West Brom,0.8,1.0,0.5182625863770978,0.4817374136229023,1,0,1,1
Arsenal,Tottenham,2.4,0.8,0.6613756613756613,0.3386243386243386,1,0,1,0
Aston Villa,Blackburn,1.6,1.4,0.5717651950932151,0.42823480490678495,1,1,0,1
Bolton,Everton,1.6,1.4,0.3658536585365854,0.6341463414634148,1,0,1,0
Fulham,Wigan,2.0,1.4,0.39768618944323936,0.6023138105567607,0,0,0,1
Hull,Chelsea,1.75,3.0,0.11900326747488318,0.8809967325251167,0,3,-3,0
Liverpool,Portsmouth,2.6,0.8,0.7147962830593281,0.2852037169406719,2,0,2,1
Man United,West Ham,2.6,0.6,0.7916666666666667,0.20833333333333331,4,0,4,1
Middlesbrough,Man City,1.8,0.8,0.33060831930752577,0.669391680692474,6,2,4,1
Stoke,Sunderland,1.5,1.0,0.3658536585365854,0.6341463414634148,1,1,0,1
Chelsea,Sunderland,1.6,1.0,0.8092485549132948,0.19075144508670522,1,0,1,1
Everton,Fulham,0.4,0.8,0.5717651950932151,0.42823480490678495,0,1,-1,1
Man United,Hull,2.6,2.6,0.8090834919771553,0.1909165080228447,1,0,1,1
Middlesbrough,West Ham,1.8,0.6,0.47482014388489213,0.525179856115108,1,1,0,0
Portsmouth,Wigan,2.0,0.8,0.4959022086400889,0.5040977913599112,1,1,0,0
Stoke,Arsenal,1.8,2.0,0.11775700934579439,0.8822429906542055,0,2,-2,1
Tottenham,Liverpool,0.8,2.6,0.26829268292682923,0.7317073170731707,0,1,-1,1
West Brom,Blackburn,1.2,1.4,0.38086078384226973,0.61913921615773,1,2,-1,0
Bolton,Man City,1.0,0.8,0.31549771029163654,0.6845022897083635,1,1,0,1
Newcastle,Aston Villa,1.4,1.8,0.31549771029163654,0.6845022897083635,1,2,-1,1
Arsenal,Man United,2.0,1.6,0.2929936305732484,0.7070063694267515,1,1,0,1
Hull,Bolton,1.4,0.6,0.4247957712638154,0.5752042287361845,1,1,0,0
Liverpool,West Brom,2.6,0.8,0.7916666666666667,0.20833333333333331,1,0,1,1
Sunderland,Portsmouth,1.4,0.8,0.39768618944323936,0.6023138105567607,1,0,1,0
West Ham,Everton,1.8,2.0,0.3664921465968586,0.6335078534031413,2,2,0,0
Wigan,Stoke,0.8,0.2,0.5292652552926526,0.47073474470734744,0,0,0,0
Aston Villa,Middlesbrough,2.2,0.8,0.5594817432273262,0.44051825677267376,1,0,1,0
Blackburn,Chelsea,1.0,3.0,0.11900326747488318,0.8809967325251167,0,3,-3,0
Fulham,Newcastle,2.0,0.4,0.39999205971097346,0.6000079402890266,1,0,1,1
Man City,Tottenham,1.8,0.4,0.42307692307692313,0.576923076923077,4,1,3,0
Arsenal,Aston Villa,2.0,1.8,0.6292134831460674,0.3707865168539326,2,2,0,0
Blackburn,Sunderland,0.8,0.4,0.47291361639824303,0.527086383601757,0,0,0,0
Bolton,Liverpool,1.0,2.0,0.15863689776733256,0.8413631022326675,0,0,0,0
Fulham,Tottenham,2.0,1.0,0.28846153846153844,0.7115384615384615,1,0,1,1
Man United,Stoke,2.6,0.4,0.832247792734115,0.16775220726588508,2,0,2,1
Newcastle,Wigan,1.4,1.4,0.4505119453924914,0.5494880546075085,1,1,0,0
West Brom,Chelsea,1.4,3.0,0.07917174177831914,0.920828258221681,0,4,-4,0
West Ham,Portsmouth,1.2,1.4,0.3791776382418473,0.6208223617581528,1,1,0,0
Everton,Middlesbrough,1.0,1.4,0.5182625863770978,0.4817374136229023,0,1,-1,0
Hull,Man City,0.8,0.8,0.32914725541827017,0.6708527445817298,0,2,-2,0
Aston Villa,Man United,1.6,1.0,0.1894275807530872,0.8105724192469129,0,0,0,0
Chelsea,Newcastle,1.6,0.2,0.7916666666666667,0.20833333333333331,2,0,2,0
Liverpool,Fulham,2.6,0.2,0.7630057803468208,0.23699421965317918,1,0,1,0
Man City,Arsenal,1.2,2.0,0.29127725856697817,0.7087227414330217,1,2,-1,1
Middlesbrough,Bolton,1.4,1.2,0.4992827177367116,0.5007172822632884,0,1,-1,0
Portsmouth,Hull,2.0,2.4,0.5263157894736842,0.47368421052631576,1,1,0,0
Stoke,West Brom,1.8,0.8,0.43220338983050843,0.5677966101694916,1,0,1,1
Sunderland,West Ham,1.4,0.8,0.4509283819628648,0.5490716180371353,1,1,0,0
Tottenham,Blackburn,1.4,1.0,0.5477819635580841,0.4522180364419158,1,0,1,1
Wigan,Everton,1.0,2.0,0.38086078384226973,0.61913921615773,0,2,-2,1
Aston Villa,Fulham,1.6,0.4,0.6043404859191113,0.3956595140808886,0,0,0,0
Middlesbrough,Newcastle,0.8,0.4,0.43220338983050843,0.5677966101694916,1,1,0,0
Stoke,Hull,2.4,2.0,0.3938223938223938,0.6061776061776062,1,1,0,0
Sunderland,Bolton,1.4,1.8,0.42307692307692313,0.576923076923077,1,1,0,0
Wigan,West Brom,1.4,0.6,0.5474785570898474,0.4525214429101527,0,0,0,1
Chelsea,Arsenal,1.6,1.4,0.5292652552926526,0.47073474470734744,1,0,1,0
Man City,Man United,1.8,1.2,0.2188711590403955,0.7811288409596044,1,0,1,0
Portsmouth,Blackburn,1.6,1.0,0.4505119453924914,0.5494880546075085,1,1,0,1
Tottenham,Everton,2.0,1.4,0.4942630185348632,0.5057369814651368,1,0,1,0
Liverpool,West Ham,2.2,1.4,0.7308160779537151,0.26918392204628505,1,0,1,0
Arsenal,Wigan,1.4,1.0,0.7138221933809216,0.28617780661907855,2,2,0,1
Blackburn,Liverpool,0.8,2.4,0.17389431361286617,0.8261056863871339,0,2,-2,0
Bolton,Chelsea,0.8,3.0,0.1348205175772192,0.8651794824227808,0,2,-2,0
Fulham,Man City,2.0,0.4,0.3648208469055374,0.6351791530944625,2,0,2,0
Hull,Middlesbrough,1.0,1.6,0.39999205971097346,0.6000079402890266,0,1,-1,1
Man United,Sunderland,3.0,0.8,0.832247792734115,0.16775220726588508,5,0,5,1
Newcastle,Stoke,1.6,0.4,0.5281969817315331,0.47180301826846704,3,0,3,0
Everton,Aston Villa,1.2,1.8,0.3624657812024739,0.6375342187975261,0,1,-1,0
West Brom,Portsmouth,0.8,1.0,0.3624657812024739,0.6375342187975261,1,0,1,0
West Ham,Tottenham,0.8,0.8,0.3453310351819934,0.6546689648180067,2,2,0,0
Aston Villa,Bolton,1.2,2.4,0.5657627796668286,0.4342372203331714,0,1,-1,1
Liverpool,Hull,2.2,1.6,0.7147962830593281,0.2852037169406719,1,0,1,0
Man City,Everton,1.2,1.8,0.47291361639824303,0.527086383601757,1,1,0,0
Middlesbrough,Arsenal,1.0,1.4,0.21052631578947367,0.7894736842105263,1,1,0,0
Stoke,Fulham,2.6,0.6,0.3791776382418473,0.6208223617581528,0,0,0,0
Sunderland,West Brom,0.8,0.0,0.47291361639824303,0.527086383601757,2,0,2,1
Tottenham,Man United,1.8,1.6,0.21076011846001974,0.7892398815399804,0,0,0,0
Wigan,Blackburn,1.4,0.4,0.4505119453924914,0.5494880546075085,0,1,-1,1
Chelsea,West Ham,1.4,1.0,0.7630057803468208,0.23699421965317918,1,0,1,0
Portsmouth,Newcastle,1.6,0.6,0.44571896763621466,0.5542810323637852,1,1,0,0
Blackburn,Stoke,0.2,0.4,0.5182625863770978,0.4817374136229023,1,1,0,1
Bolton,Portsmouth,0.8,1.2,0.43029595015576316,0.5697040498442367,0,0,0,1
Fulham,Middlesbrough,2.2,1.6,0.4337464251668255,0.5662535748331744,1,0,1,1
Hull,Sunderland,1.4,0.8,0.4532775453277545,0.5467224546722455,1,0,1,0
West Ham,Aston Villa,0.2,1.8,0.3176442762535478,0.6823557237464521,0,3,-3,0
Arsenal,Liverpool,2.0,2.4,0.393939393939394,0.606060606060606,1,2,-1,0
Newcastle,Tottenham,1.8,1.4,0.40208136234626296,0.5979186376537371,3,2,1,1
West Brom,Man City,1.0,0.6,0.2916053019145803,0.7083946980854198,1,1,0,1
Everton,Chelsea,1.2,3.0,0.1894275807530872,0.8105724192469129,0,3,-3,0
Aston Villa,Arsenal,1.6,1.4,0.38042255784061696,0.6195774421593829,1,1,0,0
Chelsea,West Brom,1.0,0.0,0.8289909995262909,0.17100900047370912,2,0,2,1
Liverpool,Bolton,1.8,1.8,0.7110408848508789,0.28895911514912104,1,0,1,1
Man City,Hull,1.2,1.2,0.5263157894736842,0.47368421052631576,1,1,0,1
Middlesbrough,Everton,1.2,2.4,0.38042255784061696,0.6195774421593829,0,1,-1,0
Portsmouth,West Ham,1.0,1.2,0.43029595015576316,0.5697040498442367,0,1,-1,0
Stoke,Man United,2.2,1.2,0.07917174177831914,0.920828258221681,0,0,0,0
Sunderland,Blackburn,1.2,0.2,0.4212076583210604,0.5787923416789397,2,1,1,0
Tottenham,Fulham,2.0,0.8,0.5489143693583801,0.45108563064161994,0,0,0,0
Wigan,Newcastle,2.0,1.0,0.4212076583210604,0.5787923416789397,0,0,0,1
Arsenal,Portsmouth,1.6,1.0,0.6891271056661562,0.31087289433384374,1,1,0,1
Blackburn,Man City,0.8,0.4,0.3694356461905728,0.6305643538094272,1,1,0,0
Bolton,Wigan,1.2,0.8,0.4194344277851585,0.5805655722148415,1,1,0,0
Everton,Sunderland,1.2,1.2,0.5376344086021505,0.46236559139784944,1,1,0,1
Fulham,Chelsea,2.6,2.6,0.1476973885389273,0.8523026114610728,0,1,-1,0
Newcastle,Liverpool,2.2,2.0,0.1935483870967742,0.8064516129032258,1,1,0,0
West Brom,Tottenham,1.0,1.4,0.276218611521418,0.723781388478582,1,3,-2,1
West Ham,Stoke,0.2,0.4,0.5585016360148933,0.4414983639851066,0,0,0,1
Man United,Middlesbrough,3.0,1.0,0.8014276443867618,0.19857235561323816,3,0,3,1
Hull,Aston Villa,0.8,2.4,0.22372398265130486,0.7762760173486951,0,3,-3,0
Arsenal,Bolton,2.0,1.8,0.6955437303223772,0.3044562696776229,1,1,0,1
Aston Villa,West Brom,1.2,0.0,0.6761868406440866,0.32381315935591337,2,0,2,1
Everton,Hull,1.6,0.6,0.5875440658049352,0.4124559341950646,2,1,1,1
Middlesbrough,Sunderland,0.6,1.2,0.42285270112708895,0.5771472988729109,0,1,-1,0
Newcastle,West Ham,1.6,1.8,0.43220338983050843,0.5677966101694916,0,2,-2,0
Stoke,Liverpool,1.6,2.0,0.09456118665018544,0.9054388133498147,0,1,-1,0
Man United,Chelsea,3.0,2.2,0.4317656129529684,0.5682343870470317,0,1,-1,1
Wigan,Tottenham,2.6,1.2,0.3791776382418473,0.6208223617581528,1,0,1,1
Man United,Wigan,3.0,1.4,0.78125,0.21875,2,0,2,1
Blackburn,Newcastle,0.8,1.0,0.47291361639824303,0.527086383601757,0,1,-1,1
Bolton,Man United,1.2,1.6,0.1185031185031185,0.8814968814968814,0,0,0,0
Chelsea,Stoke,1.6,0.4,0.7907542579075426,0.20924574209245744,2,0,2,1
Hull,Arsenal,0.8,1.0,0.17330837122225196,0.826691628777748,1,2,-1,0
Man City,Wigan,1.2,1.4,0.47134935304990755,0.5286506469500925,1,1,0,1
Sunderland,Aston Villa,0.8,2.4,0.2903225806451613,0.7096774193548387,0,2,-2,0
West Brom,Middlesbrough,1.6,0.8,0.39768618944323936,0.6023138105567607,1,1,0,1
Tottenham,Portsmouth,1.6,1.0,0.5474785570898474,0.4525214429101527,0,0,0,0
West Ham,Fulham,0.8,0.8,0.4505119453924914,0.5494880546075085,0,0,0,1
Liverpool,Everton,1.8,2.4,0.5875440658049352,0.4124559341950646,0,0,0,0
Portsmouth,Aston Villa,0.8,3.0,0.2968305181248813,0.7031694818751185,0,4,-4,0
Sunderland,Fulham,0.8,0.8,0.4301675977653632,0.5698324022346369,0,0,0,1
Tottenham,Stoke,1.2,0.2,0.5983092314027565,0.4016907685972434,0,0,0,1
West Brom,Man United,2.0,2.2,0.0965909090909091,0.9034090909090909,0,0,0,0
Blackburn,Bolton,1.4,1.2,0.48547717842323657,0.5145228215767635,2,2,0,0
Chelsea,Middlesbrough,1.6,0.2,0.7741935483870968,0.2258064516129032,1,0,1,1
Everton,Arsenal,1.6,1.6,0.3216374269005848,0.6783625730994152,1,1,0,0
Man City,Newcastle,1.8,1.0,0.5504587155963303,0.4495412844036698,1,0,1,1
West Ham,Hull,1.4,0.6,0.5280956131004771,0.47190438689952297,1,1,0,1
Wigan,Liverpool,3.0,2.2,0.1937679624867645,0.8062320375132355,0,0,0,0
Arsenal,West Ham,2.0,1.8,0.6363636363636365,0.36363636363636365,0,0,0,0
Aston Villa,Wigan,1.8,0.8,0.5870375756934711,0.41296242430652874,1,0,1,0
Bolton,Tottenham,0.6,0.6,0.3468667255075022,0.6531332744924978,0,1,-1,1
Fulham,Portsmouth,2.2,0.6,0.47482014388489213,0.525179856115108,1,0,1,1
Hull,West Brom,0.8,0.0,0.4317656129529684,0.5682343870470317,1,0,1,0
Man United,Everton,3.0,2.0,0.6953028430160691,0.30469715698393074,0,0,0,1
Middlesbrough,Blackburn,0.6,0.4,0.38042255784061696,0.6195774421593829,0,0,0,0
Stoke,Man City,1.2,0.6,0.2916053019145803,0.7083946980854198,0,0,0,1
Liverpool,Chelsea,1.4,1.6,0.3827160493827161,0.6172839506172839,0,0,0,1
Newcastle,Sunderland,1.2,1.4,0.3648208469055374,0.6351791530944625,1,3,-2,0
Blackburn,Aston Villa,1.6,3.0,0.3313785347043702,0.6686214652956299,0,2,-2,0
Chelsea,Hull,2.0,0.4,0.7916666666666667,0.20833333333333331,2,0,2,0
Everton,Bolton,1.6,0.8,0.5498706186779582,0.45012938132204183,2,1,1,1
