HomeTeam,AwayTeam,HPPG,APPG,FTH,FTDA,home_poisson,away_poisson,poisson_df,FTRT
Man United,Everton,2.25,0.75,0.6889952153110047,0.3110047846889952,0,0,0,1
Blackburn,Newcastle,1.0,1.0,0.38901395767672226,0.6109860423232778,1,1,0,1
Everton,Arsenal,2.0,2.0,0.16235966956153355,0.8376403304384663,1,2,-1,1
Fulham,Man United,2.5,1.25,0.2065174481901617,0.7934825518098385,1,0,1,0
Leeds,Liverpool,1.5,2.5,0.3252496433666191,0.6747503566333808,0,2,-2,0
Man City,Chelsea,1.75,1.6,0.3453237410071942,0.6546762589928057,1,1,0,0
Sunderland,West Ham,1.0,1.0,0.4482758620689655,0.5517241379310345,1,1,0,0
West Brom,Birmingham,1.5,1.0,0.37660485021398005,0.6233951497860201,0,1,-1,0
Charlton,Middlesbrough,0.0,1.0,0.3205699020480855,0.6794300979519146,0,2,-2,1
Tottenham,Bolton,2.25,0.75,0.5825037068417708,0.4174962931582291,2,1,1,1
Aston Villa,Southampton,2.0,0.25,0.5181471354996935,0.4818528645003065,1,0,1,0
Fulham,West Ham,2.2,1.5,0.4990403071017275,0.5009596928982726,3,1,2,0
Arsenal,Blackburn,3.0,1.75,0.6889952153110047,0.3110047846889952,1,1,0,0
Birmingham,Man City,1.5,0.2,0.4262295081967213,0.5737704918032787,1,0,1,0
Chelsea,West Brom,1.25,0.6,0.641025641025641,0.3589743589743589,3,1,2,1
Liverpool,Tottenham,2.2,1.4,0.5825037068417708,0.4174962931582291,2,1,1,1
Man United,Aston Villa,2.4,0.0,0.6889952153110047,0.3110047846889952,1,0,1,0
Middlesbrough,Leeds,2.6,1.4,0.40606871932173133,0.5939312806782686,1,0,1,0
Newcastle,Charlton,2.25,1.4,0.5825037068417708,0.4174962931582291,1,0,1,1
Southampton,Fulham,1.8,1.0,0.37779339423752634,0.6222066057624737,0,0,0,1
West Ham,Everton,0.4,0.6,0.4482758620689655,0.5517241379310345,0,1,-1,0
Bolton,Sunderland,1.0,0.8,0.4262295081967213,0.5737704918032787,1,0,1,0
Birmingham,Bolton,1.2,0.6,0.4688643178797028,0.5311356821202973,1,0,1,1
Liverpool,West Ham,2.2,1.8,0.6732318520174758,0.3267681479825242,2,1,1,1
Man United,Southampton,2.0,0.8,0.6732318520174758,0.3267681479825242,1,0,1,1
West Brom,Man City,1.4,0.8,0.37410071942446044,0.6258992805755395,0,0,0,0
Blackburn,Aston Villa,1.4,0.2,0.5181471354996935,0.4818528645003065,2,0,2,0
Charlton,Sunderland,0.6,0.8,0.4688643178797028,0.5311356821202973,1,1,0,0
Fulham,Arsenal,1.6,1.6,0.199084628002796,0.800915371997204,0,1,-1,0
Leeds,Everton,1.2,0.6,0.5181471354996935,0.4818528645003065,1,0,1,0
Tottenham,Chelsea,2.4,1.6,0.38901395767672226,0.6109860423232778,1,1,0,0
Newcastle,Middlesbrough,2.4,0.8,0.4482758620689655,0.5517241379310345,1,0,1,1
Arsenal,Newcastle,2.4,0.8,0.5957446808510638,0.40425531914893614,4,1,3,1
Aston Villa,Fulham,2.0,0.8,0.40606871932173133,0.5939312806782686,1,0,1,1
Bolton,West Brom,1.0,0.6,0.4482758620689655,0.5517241379310345,2,1,1,0
Chelsea,Birmingham,1.6,1.2,0.622192158464366,0.37780784153563407,1,1,0,1
Everton,Charlton,2.2,0.8,0.537421011405268,0.46257898859473184,1,0,1,1
Man City,Man United,1.4,1.2,0.2557319950949579,0.7442680049050421,1,2,-1,1
Middlesbrough,Liverpool,2.6,2.6,0.27586206896551724,0.7241379310344828,1,0,1,1
Southampton,Blackburn,2.2,2.0,0.39832869080779937,0.6016713091922006,0,0,0,0
Sunderland,Tottenham,0.8,1.2,0.3313822602431337,0.6686177397568663,0,1,-1,1
West Ham,Leeds,0.2,1.0,0.37779339423752634,0.6222066057624737,0,1,-1,0
Arsenal,Tottenham,2.4,0.6,0.5825037068417708,0.4174962931582291,2,1,1,1
Chelsea,Middlesbrough,2.0,0.6,0.5198950100910177,0.4801049899089822,1,0,1,1
Man City,Charlton,1.4,0.2,0.537421011405268,0.46257898859473184,1,0,1,0
Newcastle,Southampton,2.4,0.8,0.5561735261401557,0.44382647385984425,1,0,1,1
West Brom,Aston Villa,1.4,0.4,0.34188034188034183,0.6581196581196581,0,0,0,0
Birmingham,Fulham,1.8,0.6,0.38901395767672226,0.6109860423232778,2,1,1,0
Blackburn,Everton,1.4,1.2,0.4262295081967213,0.5737704918032787,1,1,0,0
Leeds,Bolton,0.6,0.6,0.5957446808510638,0.40425531914893614,0,1,-1,0
Liverpool,Sunderland,2.6,0.4,0.6566563060893927,0.3433436939106072,2,0,2,0
West Ham,Man United,0.2,1.0,0.22456813819577734,0.7754318618042226,0,1,-1,0
Aston Villa,West Ham,2.0,1.8,0.4990403071017275,0.5009596928982726,1,1,0,1
Bolton,Chelsea,1.2,1.6,0.2557319950949579,0.7442680049050421,0,1,-1,0
Everton,West Brom,2.6,0.8,0.6221239112831553,0.3778760887168447,1,0,1,1
Fulham,Liverpool,1.0,2.0,0.23811379579111458,0.7618862042088854,0,1,-1,1
Man United,Newcastle,2.0,0.8,0.5561735261401557,0.44382647385984425,2,0,2,1
Middlesbrough,Man City,2.6,1.4,0.5181471354996935,0.4818528645003065,1,0,1,1
Southampton,Arsenal,2.2,2.0,0.2065174481901617,0.7934825518098385,0,1,-1,1
Sunderland,Birmingham,1.4,1.0,0.4688643178797028,0.5311356821202973,0,1,-1,0
Charlton,Blackburn,0.8,1.6,0.37410071942446044,0.6258992805755395,0,2,-2,1
Tottenham,Leeds,2.0,1.6,0.4262295081967213,0.5737704918032787,1,2,-1,1
Arsenal,Aston Villa,2.4,0.6,0.6750548482064168,0.3249451517935832,1,0,1,1
Birmingham,Tottenham,1.4,0.6,0.3453237410071942,0.6546762589928057,1,0,1,0
Blackburn,Fulham,1.4,0.8,0.4482758620689655,0.5517241379310345,1,1,0,1
Chelsea,Sunderland,2.4,0.6,0.641025641025641,0.3589743589743589,1,0,1,1
Man City,Bolton,0.8,0.6,0.4990403071017275,0.5009596928982726,1,3,-2,1
West Brom,Middlesbrough,1.0,0.6,0.3313822602431337,0.6686177397568663,0,0,0,1
Leeds,Charlton,0.6,0.8,0.4990403071017275,0.5009596928982726,0,0,0,0
Liverpool,Man United,2.6,1.0,0.38901395767672226,0.6109860423232778,1,0,1,0
Newcastle,Everton,3.0,1.8,0.4688643178797028,0.5311356821202973,1,0,1,1
West Ham,Southampton,0.4,0.8,0.39832869080779937,0.6016713091922006,0,1,-1,0
Aston Villa,Newcastle,2.0,0.6,0.37779339423752634,0.6222066057624737,3,1,2,0
Bolton,Blackburn,0.8,1.6,0.3453237410071942,0.6546762589928057,1,2,-1,0
Charlton,Liverpool,1.4,1.8,0.2557319950949579,0.7442680049050421,0,3,-3,1
Everton,Chelsea,3.0,1.2,0.3595505617977528,0.6404494382022472,0,0,0,0
Fulham,Leeds,1.4,1.0,0.4262295081967213,0.5737704918032787,1,1,0,1
Man United,Arsenal,2.6,1.8,0.39832869080779937,0.6016713091922006,1,2,-1,1
Middlesbrough,West Ham,2.6,1.8,0.5561735261401557,0.44382647385984425,1,0,1,0
Southampton,Birmingham,2.2,1.4,0.5194323346628328,0.4805676653371672,1,0,1,1
Tottenham,West Brom,2.0,0.2,0.6221239112831553,0.3778760887168447,1,0,1,1
Sunderland,Man City,1.2,1.4,0.38901395767672226,0.6109860423232778,0,1,-1,0
Aston Villa,West Brom,1.4,0.2,0.4990403071017275,0.5009596928982726,1,0,1,1
Charlton,Man City,2.0,1.8,0.4262295081967213,0.5737704918032787,1,1,0,0
Everton,Blackburn,2.4,1.6,0.48713951675759937,0.5128604832424006,1,1,0,1
Man United,West Ham,2.6,1.4,0.6999533364442371,0.3000466635557629,2,0,2,1
Middlesbrough,Chelsea,2.2,1.6,0.3418130709768096,0.6581869290231904,0,1,-1,0
Southampton,Newcastle,2.6,1.2,0.38901395767672226,0.6109860423232778,3,1,2,0
Fulham,Birmingham,1.4,1.4,0.4990403071017275,0.5009596928982726,0,0,0,0
Sunderland,Liverpool,1.2,1.2,0.2065174481901617,0.7934825518098385,0,1,-1,1
Tottenham,Arsenal,2.0,1.2,0.3001760563380282,0.6998239436619719,1,1,0,0
Bolton,Leeds,1.0,1.0,0.37410071942446044,0.6258992805755395,0,1,-1,0
Arsenal,Middlesbrough,2.4,0.6,0.641025641025641,0.3589743589743589,1,0,1,1
Birmingham,Charlton,1.0,1.2,0.40606871932173133,0.5939312806782686,0,0,0,0
Chelsea,Aston Villa,2.4,0.6,0.5957446808510638,0.40425531914893614,1,0,1,1
Leeds,Southampton,0.0,1.4,0.4688643178797028,0.5311356821202973,0,2,-2,0
Newcastle,Fulham,3.0,0.2,0.5825037068417708,0.4174962931582291,2,0,2,1
West Brom,Sunderland,1.0,0.6,0.3770491803278688,0.6229508196721312,0,0,0,0
West Ham,Bolton,0.2,0.6,0.48713951675759937,0.5128604832424006,1,1,0,0
Blackburn,Man United,1.4,1.6,0.22426491049067804,0.775735089509322,1,1,0,1
Liverpool,Everton,2.0,1.8,0.48713951675759937,0.5128604832424006,0,0,0,0
Man City,Tottenham,1.2,0.8,0.39832869080779937,0.6016713091922006,1,1,0,0
Birmingham,Everton,1.2,2.0,0.3595505617977528,0.6404494382022472,0,0,0,0
Bolton,Newcastle,0.8,0.8,0.29836065573770487,0.701639344262295,1,1,0,1
Chelsea,Southampton,3.0,1.4,0.5957446808510638,0.40425531914893614,1,0,1,0
Liverpool,Blackburn,1.6,1.0,0.5532503457814661,0.44674965421853385,0,0,0,0
Man City,Aston Villa,1.2,0.6,0.4688643178797028,0.5311356821202973,1,0,1,1
Middlesbrough,Man United,1.8,1.0,0.22456813819577734,0.7754318618042226,1,1,0,1
Sunderland,Leeds,1.2,1.4,0.37410071942446044,0.6258992805755395,0,2,-2,0
Tottenham,Charlton,2.2,1.4,0.537421011405268,0.46257898859473184,1,0,1,0
West Brom,Arsenal,1.2,0.8,0.16235966956153355,0.8376403304384663,1,0,1,0
West Ham,Fulham,0.4,0.2,0.39832869080779937,0.6016713091922006,1,1,0,0
Aston Villa,Middlesbrough,1.8,0.0,0.39832869080779937,0.6016713091922006,1,0,1,1
Blackburn,West Ham,2.0,0.8,0.5561735261401557,0.44382647385984425,2,0,2,0
Charlton,West Brom,2.2,0.2,0.5373433141371268,0.4626566858628731,2,0,2,1
Everton,Bolton,2.4,0.8,0.5825037068417708,0.4174962931582291,2,1,1,0
Fulham,Man City,1.2,2.0,0.39699749791492905,0.6030025020850709,0,1,-1,0
Leeds,Chelsea,0.2,1.8,0.3418130709768096,0.6581869290231904,0,2,-2,1
Man United,Birmingham,2.6,1.4,0.72,0.27999999999999997,2,0,2,1
Southampton,Sunderland,2.2,0.8,0.5373433141371268,0.4626566858628731,2,0,2,1
Arsenal,Liverpool,2.4,0.6,0.5181471354996935,0.4818528645003065,2,0,2,0
Newcastle,Tottenham,3.0,0.8,0.49765807962529274,0.5023419203747073,2,0,2,1
Arsenal,Chelsea,2.6,1.2,0.4990403071017275,0.5009596928982726,1,0,1,1
Aston Villa,Bolton,2.4,1.0,0.5181471354996935,0.4818528645003065,2,0,2,1
Blackburn,Middlesbrough,1.6,0.0,0.4688643178797028,0.5311356821202973,0,0,0,1
Everton,Man City,2.0,2.0,0.4990403071017275,0.5009596928982726,0,1,-1,0
Leeds,Birmingham,0.8,1.2,0.5561735261401557,0.44382647385984425,1,0,1,1
Man United,Sunderland,3.0,0.6,0.7472826086956521,0.25271739130434784,2,0,2,1
Newcastle,Liverpool,3.0,0.2,0.38901395767672226,0.6109860423232778,2,0,2,1
Southampton,Tottenham,2.2,0.8,0.4248366013071895,0.5751633986928104,2,1,1,1
Bolton,Fulham,1.2,0.4,0.39832869080779937,0.6016713091922006,1,1,0,0
Chelsea,Charlton,2.6,1.6,0.5721821558722107,0.42781784412778934,1,0,1,1
Liverpool,Aston Villa,1.2,0.4,0.5825037068417708,0.4174962931582291,0,0,0,0
Man City,Leeds,1.8,1.8,0.39832869080779937,0.6016713091922006,1,2,-1,1
Middlesbrough,Southampton,2.2,1.0,0.4262295081967213,0.5737704918032787,1,0,1,0
Sunderland,Blackburn,1.2,0.6,0.3595505617977528,0.6404494382022472,1,1,0,0
West Brom,Man United,1.0,0.8,0.16235966956153355,0.8376403304384663,1,1,0,0
West Ham,Newcastle,0.6,0.8,0.3313822602431337,0.6686177397568663,1,2,-1,0
Birmingham,Arsenal,1.4,1.4,0.1796440489432703,0.8203559510567296,1,0,1,0
Tottenham,Everton,1.8,1.6,0.4688643178797028,0.5311356821202973,0,0,0,1
Aston Villa,Tottenham,2.4,0.8,0.40606871932173133,0.5939312806782686,2,0,2,0
Blackburn,Birmingham,2.0,1.2,0.5561735261401557,0.44382647385984425,0,0,0,0
Charlton,Bolton,2.2,1.0,0.5194323346628328,0.4805676653371672,1,0,1,0
Everton,Sunderland,1.6,0.4,0.5561735261401557,0.44382647385984425,1,0,1,1
Leeds,West Brom,1.4,0.2,0.5825037068417708,0.4174962931582291,1,0,1,0
Man United,Chelsea,3.0,1.0,0.5181471354996935,0.4818528645003065,3,1,2,1
Newcastle,Man City,3.0,1.6,0.5194323346628328,0.4805676653371672,1,1,0,1
Southampton,Liverpool,2.6,0.2,0.37410071942446044,0.6258992805755395,2,0,2,0
Arsenal,West Ham,2.6,0.4,0.6999533364442371,0.300046663555763,4,0,4,1
Fulham,Middlesbrough,1.2,0.0,0.4077110569465987,0.5922889430534013,0,0,0,1
Charlton,West Ham,2.2,0.4,0.4262295081967213,0.5737704918032787,3,0,3,1
Newcastle,Bolton,3.0,0.6,0.641025641025641,0.3589743589743589,1,0,1,1
Bolton,Everton,1.2,1.0,0.3595505617977528,0.6404494382022472,1,1,0,0
Chelsea,Leeds,2.6,1.2,0.5561735261401557,0.44382647385984425,1,0,1,1
Middlesbrough,Aston Villa,1.8,0.4,0.4990403071017275,0.5009596928982726,2,0,2,0
Sunderland,Southampton,0.8,1.2,0.3595505617977528,0.6404494382022472,0,1,-1,0
Liverpool,Arsenal,0.8,1.4,0.3418130709768096,0.6581869290231904,0,1,-1,0
Man City,Fulham,1.8,0.6,0.5181471354996935,0.4818528645003065,1,0,1,1
Tottenham,Newcastle,2.2,1.0,0.38901395767672226,0.6109860423232778,3,2,1,0
West Brom,Charlton,1.0,1.6,0.3595505617977528,0.6404494382022472,1,1,0,0
West Ham,Blackburn,0.8,0.6,0.3595505617977528,0.6404494382022472,0,0,0,1
Arsenal,Fulham,2.6,0.4,0.72,0.27999999999999997,2,0,2,1
Bolton,Birmingham,1.0,0.8,0.39832869080779937,0.6016713091922006,1,0,1,1
Chelsea,Tottenham,2.6,1.4,0.5384669529105371,0.46153304708946297,1,0,1,0
Everton,Leeds,1.6,1.2,0.47004132231404955,0.5299586776859504,1,2,-1,1
Man City,West Brom,2.4,0.2,0.5957446808510638,0.40425531914893614,2,0,2,0
Southampton,Man United,2.0,1.4,0.22456813819577734,0.7754318618042226,1,0,1,0
Sunderland,Charlton,0.8,1.6,0.37410071942446044,0.6258992805755395,0,1,-1,0
Aston Villa,Blackburn,1.8,0.6,0.40606871932173133,0.5939312806782686,0,0,0,1
West Ham,Liverpool,1.2,0.8,0.27586206896551724,0.7241379310344828,0,0,0,0
Birmingham,Man United,0.8,1.8,0.1382223810496222,0.8617776189503777,0,1,-1,0
Birmingham,Chelsea,0.6,0.8,0.22456813819577734,0.7754318618042226,0,1,-1,0
Blackburn,Southampton,2.2,1.8,0.40606871932173133,0.5939312806782686,0,0,0,1
Charlton,Everton,2.2,1.0,0.39832869080779937,0.6016713091922006,2,1,1,1
Fulham,Aston Villa,1.8,0.8,0.39832869080779937,0.6016713091922006,1,0,1,1
Leeds,West Ham,1.6,0.4,0.5194323346628328,0.4805676653371672,2,0,2,1
Liverpool,Middlesbrough,0.8,0.0,0.622192158464366,0.37780784153563407,0,0,0,0
Tottenham,Sunderland,1.6,0.2,0.5957446808510638,0.40425531914893614,3,1,2,1
West Brom,Bolton,0.8,0.6,0.38901395767672226,0.6109860423232778,0,0,0,0
Man United,Man City,3.0,1.6,0.641025641025641,0.3589743589743589,1,0,1,0
Newcastle,Arsenal,3.0,1.6,0.3418130709768096,0.6581869290231904,1,0,1,0
Fulham,West Brom,1.8,0.8,0.5181471354996935,0.4818528645003065,0,0,0,1
Bolton,Man United,1.4,1.8,0.16235966956153355,0.8376403304384663,1,2,-1,0
Charlton,Aston Villa,2.2,0.8,0.4262295081967213,0.5737704918032787,2,1,1,1
Chelsea,Blackburn,2.2,0.4,0.5825037068417708,0.4174962931582291,2,0,2,0
Everton,Southampton,2.2,1.2,0.48713951675759937,0.5128604832424006,0,0,0,1
Leeds,Newcastle,2.2,1.6,0.3595505617977528,0.6404494382022472,1,0,1,0
Man City,Arsenal,1.8,1.8,0.2065174481901617,0.7934825518098385,1,2,-1,0
Sunderland,Middlesbrough,0.8,0.2,0.358974358974359,0.641025641025641,0,0,0,0
Birmingham,Liverpool,0.4,1.4,0.23811379579111458,0.7618862042088854,0,1,-1,1
West Brom,West Ham,0.4,0.2,0.37779339423752634,0.6222066057624737,1,1,0,0
Tottenham,Fulham,1.6,0.4,0.5181471354996935,0.4818528645003065,2,0,2,0
Blackburn,Man City,2.2,1.2,0.4688643178797028,0.5311356821202973,1,0,1,1
Fulham,Sunderland,1.8,0.2,0.5561735261401557,0.44382647385984425,1,0,1,1
Middlesbrough,Everton,1.2,1.0,0.39832869080779937,0.6016713091922006,2,2,0,0
Newcastle,Chelsea,2.6,0.8,0.4482758620689655,0.5517241379310345,1,0,1,1
Southampton,West Brom,1.4,0.8,0.5561735261401557,0.44382647385984425,0,0,0,1
West Ham,Tottenham,1.2,1.4,0.37410071942446044,0.6258992805755395,0,1,-1,1
Arsenal,Charlton,2.6,1.6,0.6889952153110047,0.3110047846889952,2,1,1,1
Aston Villa,Birmingham,2.4,0.8,0.4688643178797028,0.5311356821202973,1,0,1,0
Man United,Leeds,2.6,1.2,0.6573181419807186,0.3426818580192813,2,0,2,1
Middlesbrough,Newcastle,1.2,1.6,0.3313822602431337,0.6686177397568663,1,3,-2,1
Liverpool,Bolton,1.0,0.6,0.622192158464366,0.37780784153563407,0,0,0,1
Aston Villa,Man United,1.8,2.0,0.19863447596255368,0.8013655240374464,0,0,0,0
Blackburn,Arsenal,2.2,2.2,0.22456813819577734,0.7754318618042226,0,1,-1,1
Charlton,Newcastle,2.6,1.4,0.34196975299178445,0.6580302470082156,2,1,1,0
Everton,West Ham,2.2,0.8,0.5190869823423743,0.48091301765762573,2,0,2,0
Fulham,Southampton,2.4,1.0,0.40606871932173133,0.5939312806782686,1,0,1,0
Leeds,Middlesbrough,2.0,0.8,0.40606871932173133,0.5939312806782686,0,0,0,0
Sunderland,Bolton,0.2,0.4,0.38901395767672226,0.6109860423232778,0,0,0,0
Man City,Birmingham,1.8,0.8,0.4990403071017275,0.5009596928982726,2,1,1,1
Tottenham,Liverpool,1.6,1.4,0.3595505617977528,0.6404494382022472,1,1,0,0
West Brom,Chelsea,0.2,0.6,0.2061962146948923,0.7938037853051076,1,2,-1,0
Birmingham,West Brom,0.8,0.8,0.48713951675759937,0.5128604832424006,0,0,0,1
Chelsea,Man City,1.6,1.0,0.5712363458645663,0.4287636541354338,1,0,1,1
Man United,Fulham,2.6,0.6,0.6999533364442371,0.3000466635557629,2,0,2,1
Middlesbrough,Charlton,1.6,1.4,0.4688643178797028,0.5311356821202973,2,2,0,0
Newcastle,Blackburn,2.6,1.0,0.5561735261401557,0.44382647385984425,1,0,1,1
Southampton,Aston Villa,1.8,0.8,0.4990403071017275,0.5009596928982726,1,1,0,0
West Ham,Sunderland,1.6,0.0,0.537421011405268,0.46257898859473184,2,0,2,1
Arsenal,Everton,2.6,1.0,0.622192158464366,0.37780784153563407,2,1,1,1
Liverpool,Leeds,1.4,0.6,0.5721821558722107,0.42781784412778934,1,1,0,1
Bolton,Tottenham,1.6,0.8,0.38901395767672226,0.6109860423232778,1,0,1,1
Aston Villa,Arsenal,1.2,1.6,0.199084628002796,0.800915371997204,0,1,-1,0
Bolton,Man City,1.6,0.4,0.40606871932173133,0.5939312806782686,1,0,1,1
Charlton,Leeds,2.0,0.0,0.4688643178797028,0.5311356821202973,3,1,2,0
Man United,Liverpool,2.6,1.8,0.5181471354996935,0.4818528645003065,1,1,0,1
Middlesbrough,West Brom,1.2,0.8,0.5825037068417708,0.4174962931582291,1,0,1,1
Southampton,West Ham,1.4,0.8,0.4482758620689655,0.5517241379310345,0,0,0,0
Sunderland,Chelsea,0.2,1.2,0.1796440489432703,0.8203559510567296,0,2,-2,0
Tottenham,Birmingham,1.4,0.8,0.5181471354996935,0.4818528645003065,2,1,1,1
Everton,Newcastle,2.2,2.0,0.3595505617977528,0.6404494382022472,0,1,-1,1
Fulham,Blackburn,2.6,0.8,0.39832869080779937,0.6016713091922006,2,0,2,0
Birmingham,Sunderland,1.2,0.0,0.537421011405268,0.46257898859473184,1,0,1,1
Blackburn,Charlton,2.6,1.4,0.5181471354996935,0.4818528645003065,1,0,1,1
Chelsea,Bolton,2.0,1.0,0.5957446808510638,0.40425531914893614,1,0,1,1
Leeds,Tottenham,1.4,0.8,0.4688643178797028,0.5311356821202973,0,0,0,0
